Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 73,forward_from
J,"Li, Gen; Huang, Jianhua Z.; Shen, Haipeng",,,,,,,,To Wait or Not to Wait: Two-Way Functional Hazards Model for Understanding Waiting in Call Centers,,,,,,,,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,,,,113.0,524,,,1503.0,1514,,,,10.1080/01621459.2018.1423985,,,,,,,Article,2018,2018,"Telephone call centers offer a convenient communication channel between businesses and their customers. Efficient management of call centers needs accurate modeling of customer waiting behavior, which contains important information about customer patience (how long a customer is willing to wait) and service quality (how long a customer needs to wait to get served). Hazard functions offer dynamic characterization of customer waiting behavior, and provide critical inputs for agent scheduling. Motivated by this application, we develop a two-way functional hazards (tF-Hazards) model to study customer waiting behavior as a function of two timescales, waiting duration and the time of day that a customer calls in. The model stems from a two-way piecewise constant hazard function, and imposes low-rank structure and smoothness on the hazard rates to enhance interpretability. We exploit an alternating direction method of multipliers algorithm to optimize a penalized likelihood function of the model. We carefully analyze the data from a U.S. Bank call center, and provide informative insights about customer patience and service quality patterns along waiting time and across different times of a day. The findings provide primitive inputs for call center agent staffing and scheduling, as well as for call center practitioners to understand the effect of system protocols on customer waiting behavior. Supplementary materials for this article are available online.",,,,,,,,,3,0,0,0,0,0,3,,,0162-1459,1537-274X,,,,,,,"Columbia Univ, Mailman Sch Publ Hlth, Dept Biostat, New York, NY USATexas A&M Univ, Dept Stat, College Stn, TX 77843 USAUniv Hong Kong, Fac Business & Econ, Hong Kong, Peoples R China",,,,2019-02-13,WOS:000457054900008,,,atlason_et_al_2007
J,"Pasupathy, Raghu; Glynn, Peter; Ghosh, Soumyadip; Hashemi, Fatemeh S.",,,,,,,,ON SAMPLING RATES IN SIMULATION-BASED RECURSIONS,,,,,,,,SIAM JOURNAL ON OPTIMIZATION,,,,28.0,1,,,45.0,73,,,,10.1137/140951679,,,,,,,Article,2018,2018,"We consider the context of simulation-based recursions, that is, recursions that involve quantities needing to be estimated using a stochastic simulation. Examples include stochastic adaptations of fixed-point and gradient descent recursions obtained by replacing function and derivative values appearing within the recursion by their Monte Carlo counterparts. The primary motivating settings are simulation optimization and stochastic root finding problems, where the low point and the zero of a function are sought, respectively, with only Monte Carlo estimates of the functions appearing within the problem. We ask how much Monte Carlo sampling needs to be performed within simulation-based recursions in order that the resulting iterates remain consistent and, more importantly, efficient, where efficient implies convergence at the fastest possible rate. Answering these questions involves trading off two types of error inherent in the iterates: the deterministic error due to recursion and the stochastic error due to sampling. As we demonstrate through a characterization of the relationship between sample sizing and convergence rates, efficiency and consistency are intimately coupled with the speed of the underlying recursion, with faster recursions yielding a wider regime of optimal sampling rates. The implications of our results for practical implementation are immediate since they provide specific guidance on optimal simulation expenditure within a variety of stochastic recursions.",,,,,,,,,22,0,0,0,0,0,22,,,1052-6234,1095-7189,,,,,,,"Purdue Univ, Dept Stat, W Lafayette, IN 47907 USAStanford Univ, Dept Management Sci & Engn, Stanford, CA 94305 USATJ Watson IBM Res, Yorktown Hts, NY 10598 USAVirginia Tech, Grado Dept Ind & Syst Engn, Blacksburg, VA 24061 USA",TJ Watson IBM Res,,,2018-02-20,WOS:000424527900003,,,atlason_et_al_2007
J,"Turker, Turgay; Demiriz, Ayhan",,,,"Demiriz, Ayhan/AAF-2646-2019","Demiriz, Ayhan/0000-0002-5731-3134; Turker, Turgay/0000-0002-3793-657X",,,An Integrated Approach for Shift Scheduling and Rostering Problems with Break Times for Inbound Call Centers,,,,,,,,MATHEMATICAL PROBLEMS IN ENGINEERING,,,,2018.0,,,,,,7870849,,,10.1155/2018/7870849,,,,,,,Article,2018,2018,"It may be very difficult to achieve the optimal shift schedule in call centers which have highly uncertain and peaked demand during short time periods. Overlapping shift systems are usually designed for such cases. This paper studies shift scheduling and rostering problems for in bound call centers where overlapping shift systems are used. An integer programming model that determines which shifts to be opened and how many operators to be assigned to these shifts is proposed for the shift scheduling problem. For the rostering problem both integer programming and constraint programming models are developed to determine assignments of operators to all shifts, weekly days-off, and meal and relief break times of the operators. The proposed models are tested on real data supplied by an outsource call center and optimal results are found in an acceptable computation time. An improvement of 15% in the objective function compared to the current situation is observed with the proposed model for the shift scheduling problem. The computational performances of the proposed integer and constraint programming models for the rostering problem are compared using real data observed at a call center and simulated test instances. In addition, benchmark instances are used to compare our Constraint Programming (CP) approach with the existing models. The results of the comprehensive computational study indicate that the constraint programming model runs more efficiently than the integer programming model for the rostering problem. The originality of this research can be attributed to two contributions: (a) a model for shift scheduling problem and two models for rostering problem are presented in detail and compared using real data and (b) the rostering problem is considered as a task-resource allocation and considerably shorter computation times are obtained by modeling this new problem via CP.",,,,,,,,,3,0,0,0,0,0,3,,,1024-123X,1563-5147,,,,,,,"Sakarya Univ, Dept Ind Engn, TR-51487 Sakarya, TurkeyGebze Tech Univ, Dept Ind Engn, TR-41400 Kocaeli, Turkey",,,,2018-12-28,WOS:000451831900001,,,atlason_et_al_2007
J,"Diao, Yixin; Shwartz, Larisa",,,,,,,,Building Automated Data Driven Systems for IT Service Management,,,,,,,,JOURNAL OF NETWORK AND SYSTEMS MANAGEMENT,,,,25.0,4,SI,,848.0,883,,,,10.1007/s10922-017-9430-3,,,,,,,Article,OCT 2017,2017,"Enterprises and service providers are increasingly challenged with improving the quality of service delivery while containing the cost. However, it is often difficult to effectively manage the complex relationships among dynamic customer workloads, strict service level requirements, and efficient service management processes. In this paper, we present our progress on building autonomic systems for IT service management through a collection of automated data driven methodologies. This includes the design of feedback controllers for workload management, the use of simulation-optimization methodology for workforce management, and the development of machine learning models for event management. We demonstrate the applicability of the presented approaches using examples and data from a large IT service delivery environment.",,,,,,,,,3,0,0,0,0,0,3,,,1064-7570,1573-7705,,,,,,,"IBM Thomas J Watson Res Ctr, Yorktown Hts, NY 10598 USA",,,,2017-11-19,WOS:000414211400008,,,atlason_et_al_2007
J,"Mattia, Sara; Rossi, Fabrizio; Servilio, Mara; Smriglio, Stefano",,,,"Rossi, Fabrizio/H-5432-2013","Rossi, Fabrizio/0000-0002-7495-390X; Smriglio, Stefano/0000-0001-8152-003X; Servilio, Mara/0000-0002-8228-4806",,,Staffing and scheduling flexible call centers by two-stage robust optimization,,,,,,,,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,,,,72.0,,,,25.0,37,,,,10.1016/j.omega.2016.11.001,,,,,,,Article,OCT 2017,2017,"We study the shift scheduling problem in a multi-shift, flexible call center. Differently from previous approaches, the staffing levels ensuring the desired quality of service are considered uncertain, leading to a two-stage robust integer program with right-hand-side uncertainty. We show that, in our setting, modeling the correlation of the demands in consecutive time slots is easier than in other staffing approaches. The complexity issues of a Benders type reformulation are investigated and a branch-and-cut algorithm is devised. The approach can efficiently solve real-world problems from an Italian call center and effectively support managers decisions. In fact, we show that robust shifts have very similar costs to those evaluated by the traditional (deterministic) method while ensuring a higher level of protection against uncertainty. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,,,,,22,4,0,0,0,0,26,,,0305-0483,,,,,,,,"CNR, Ist Anal Sistemi & Informat, Via Taurini 19, I-00185 Rome, ItalyUniv Aquila, Dipartimento Ingn Sci & Informaz & Matemat, Via Vetoio, I-67010 Coppito, AQ, Italy",,,,2017-08-24,WOS:000407403500003,,,atlason_et_al_2007
J,"Bodur, Merve; Luedtke, James R.",,,,,"Bodur, Merve/0000-0002-9276-3755",,,Mixed-Integer Rounding Enhanced Benders Decomposition for Multiclass Service-System Staffing and Scheduling with Arrival Rate Uncertainty,,,,,,,,MANAGEMENT SCIENCE,,,,63.0,7,,,2073.0,2091,,,,10.1287/mnsc.2016.2455,,,,,,,Article,JUL 2017,2017,"We study server scheduling in multiclass service systems under uncertainty in the customer arrival volumes. Common practice in such systems is to first identify staffing levels and then determine schedules for the servers that cover these levels. We propose a new stochastic integer programming (SIP) model that integrates these two decisions, which can yield lower scheduling costs by exploiting the presence of alternative server configurations that yield similar quality of service. We find that a branch-and-cut algorithm based on Benders decomposition may fail due to the weakness of the relaxation bound. We propose a novel application of mixed-integer rounding to improve the Benders cuts used in this algorithm, a technique that is applicable to any SIP with integer first-stage decision variables. Numerical examples illustrate the computational efficiency of the proposed approach and the potential benefit of solving the integrated model compared to considering the staffing and scheduling problems separately.",,,,,,,,,32,0,0,0,0,0,32,,,0025-1909,1526-5501,,,,,,,"Univ Toronto, Dept Mech & Ind Engn, Toronto, ON M5S 3G8, CanadaUniv Wisconsin, Dept Ind & Syst Engn, Madison, WI 53706 USA",,,,2017-07-01,WOS:000407376000002,,,atlason_et_al_2007
J,"Yuan, Yuan; Li, Zukui; Huang, Biao",,,,"Huang, Biao/F-2736-2010","Huang, Biao/0000-0001-9082-2216",,,Robust optimization approximation for joint chance constrained optimization problem,,,,,,,,JOURNAL OF GLOBAL OPTIMIZATION,,,,67.0,4,,,805.0,827,,,,10.1007/s10898-016-0438-0,,,,,,,Article,APR 2017,2017,"Chance constraint is widely used for modeling solution reliability in optimization problems with uncertainty. Due to the difficulties in checking the feasibility of the probabilistic constraint and the non-convexity of the feasible region, chance constrained problems are generally solved through approximations. Joint chance constrained problem enforces that several constraints are satisfied simultaneously and it is more complicated than individual chance constrained problem. This work investigates the tractable robust optimization approximation framework for solving the joint chance constrained problem. Various robust counterpart optimization formulations are derived based on different types of uncertainty set. To improve the quality of robust optimization approximation, a two-layer algorithm is proposed. The inner layer optimizes over the size of the uncertainty set, and the outer layer optimizes over the parameter t which is used for the indicator function upper bounding. Numerical studies demonstrate that the proposed method can lead to solutions close to the true solution of a joint chance constrained problem.",,,,,,,,,19,4,0,0,0,0,21,,,0925-5001,1573-2916,,,,,,,"Univ Alberta, Dept Chem & Mat Engn, Edmonton, AB T6G 2V4, Canada",,,,2017-04-26,WOS:000397809000005,,,atlason_et_al_2007
J,"Aringhieri, R.; Bruni, M. E.; Khodaparasti, S.; van Essen, J. T.",,,,"Elena, Bruni M.E. Maria/H-2531-2017; van Essen, Theresia/O-7113-2019; Aringhieri, Roberto/C-6282-2011","van Essen, Theresia/0000-0002-9631-3612; Aringhieri, Roberto/0000-0002-5170-2630; BRUNI, Maria Elena/0000-0002-3152-5294",,,Emergency medical services and beyond: Addressing new challenges through a wide literature review,,,,,,,,COMPUTERS & OPERATIONS RESEARCH,,,,78.0,,,,349.0,368,,,,10.1016/j.cor.2016.09.016,,,,,,,Review,FEB 2017,2017,"One of the most important health care services is emergency medical service as it plays a vital role in saving people's lives and reducing the rate of mortality and morbidity. Over the last years, many review papers have discussed emergency medical services (EMS) location problems, however, only few review papers consider the full range of EMS systems. This review paper tries to fill this gap. Our review introduces the concept of emergency care pathway following the current trend in health care systems, i.e., shifting the central role from health care providers to patients. Considering the emergency care pathway, we provide a broad literature review and analysis in order to identify emerging challenges for future research.",,,,,,,,,143,4,1,0,6,1,147,,,0305-0548,1873-765X,,,,,,,"Univ Turin, Dept Comp Sci, I-10124 Turin, ItalyUniv Calabria, Dept Mech Energy & Management Engn, Arcavacata Di Rende, ItalyUniv Calabria, Dept Math & Comp Sci, Arcavacata Di Rende, ItalyDelft Univ Technol, Delft Inst Appl Math, Delft, NetherlandsCWI, Amsterdam, Netherlands",CWI,,,2017-01-11,WOS:000390071400029,,,atlason_et_al_2007
J,"Greasley, Andrew; Smith, Chris M.",,,,,"Greasley, Andrew/0000-0001-6413-3978; Smith, Christopher/0000-0001-8016-2437",,,Using activity-based costing and simulation to reduce cost at a police communications centre,,,,,,,,POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,,,,40.0,2,,,426.0,441,,,,10.1108/PIJPSM-03-2016-0044,,,,,,,Article,2017,2017,"Purpose - This study is based at a police force's communications centre which undertakes a vital role in receiving and processing emergency and non-emergency telephone calls from the public and other agencies. The purpose of this paper is to evaluate a method for addressing the conflict between the need to reduce cost and the requirement to meet national standards in terms of a timely response to customer calls.Design/methodology/approach - In a two-stage methodology an activity-based costing (ABC) approach is used as a framework to show how costs are generated by the three drivers of cost which relate to the design efficiency of the process, the demand on the process and the cost of resources used to undertake the process. The study then provides an analysis from a resource driver perspective using discrete-event simulation to model workforce staffing scenarios.Findings - Cost savings within the police communications centre are identified from an analysis of the three drivers of cost. Further analysis from a resource driver viewpoint using a simulation study of an alternative workforce schedule predicted an overall reduction in staffing cost of 9.4 per cent.Originality/value - The study outlines an innovative method that identifies where cost can be reduced using ABC and then provides an assessment of strategies that aim to reduce cost whilst maintaining service levels in a police operation using simulation.",,,,,,,,,5,0,0,0,0,0,5,,,1363-951X,1758-695X,,,,,,,"Aston Univ, Birmingham, W Midlands, EnglandUniv Manchester, Manchester, Lancs, England",,,,2018-12-28,WOS:000402934200018,,,atlason_et_al_2007
J,"Munoz, David A.; Bastian, Nathaniel D.",,,,,,,,Estimating cross-training call center capacity through simulation,,,,,,,,JOURNAL OF SYSTEMS SCIENCE AND SYSTEMS ENGINEERING,,,,25.0,4,,,448.0,468,,,,10.1007/s11518-015-5286-9,,,,,,,Article,DEC 2016,2016,"Call centers have grown world-wide during the past decade. One of the most important aspects considered by call center managers is the optimization of its operators, which implies covering the highly variable demand and finding an efficient way to assign people to certain shifts in order to achieve a desirable service level and abandonment rate. Another challenge is determining which system setup is appropriate for the specific call center. Should we have a single-skill call center or multi-skill call center? If we do have the latter, how many multi-skill agents should we have on staff? In this case study, we generate and analyze discrete-event systems simulation-optimization models to test the behavior of a real-world call center under the actual configuration and under different levels of cross-training. The model results help call center managers by: 1) determining the optimal number of operators needed for different staff configurations in order to achieve the targets for service level and abandonment; 2) providing information about the trade-off between the key measurements in the call center; and 3) providing useful information about the number of operators needed and used for each hour of operation to estimate the number of four-hour shifts required to achieve the performance targets. Our experimental findings from this case study suggest that a bi-skill call center is economically better in the long-run compared to a full-skill or single-skill call center. This case study augments the call center body of knowledge by providing additional managerial insights for the operations management community.",,,,,,,,,1,0,0,0,0,0,1,,,1004-3756,1861-9576,,,,,,,"Penn State Univ, Dept Ind & Mfg Engn, University Pk, PA 16802 USA",,,,2017-02-01,WOS:000391389000003,,,atlason_et_al_2007
J,"Aktekin, Tevfik; Ekin, Tahir",,,,,"Ekin, Tahir/0000-0002-0965-3521",,,"Stochastic call center staffing with uncertain arrival, service and abandonment rates: A Bayesian perspective",,,,,,,,NAVAL RESEARCH LOGISTICS,,,,63.0,6,,,460.0,478,,,,10.1002/nav.21716,,,,,,,Article,SEP 2016,2016,"In this article, we introduce staffing strategies for the Erlang-A queuing system in call center operations with uncertain arrival, service, and abandonment rates. In doing so, we model the system rates using gamma distributions that create randomness in operating characteristics used in the optimization formulation. We divide the day into discrete time intervals where a simulation based stochastic programming method is used to determine staffing levels. More specifically, we develop a model to select the optimal number of agents required for a given time interval by minimizing an expected cost function, which consists of agent and abandonment (opportunity) costs, while considering the service quality requirements such as the delay probability. The objective function as well as the constraints in our formulation are random variables. The novelty of our approach is to introduce a solution method for the staffing of an operation where all three system rates (arrival, service, and abandonment) are random variables. We illustrate the use of the proposed model using both real and simulated call center data. In addition, we provide solution comparisons across different formulations, consider a dynamic extension, and discuss sensitivity implications of changing constraint upper bounds as well as prior hyper-parameters. (c) 2016 Wiley Periodicals, Inc. Naval Research Logistics 63: 460-478, 2016",,,,,,,,,11,1,0,0,0,0,12,,,0894-069X,1520-6750,,,,,,,"Univ New Hampshire, Peter T Paul Coll Business & Econ, Dept Decis Sci, Durham, NH 03824 USATexas State Univ, McCoy Coll Business, Dept Comp Informat Syst & Quantitat Method, San Marcos, TX USA",,,,2016-12-21,WOS:000388279200003,,,atlason_et_al_2007
J,"Schwarz, Justus Arne; Selinka, Gregor; Stolletz, Raik",,,,,"Stolletz, Raik/0000-0003-2725-9322",,,Performance analysis of time-dependent queueing systems: Survey and classification,,,,,,,,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,,,,63.0,,,,170.0,189,,,,10.1016/j.omega.2015.10.013,,,,,,,Review,SEP 2016,2016,"Many queueing systems are subject to time-dependent changes in system parameters, such as the arrival rate or number of servers. Examples include time-dependent call volumes and agents at inbound call centers, time-varying air traffic at airports, time-dependent truck arrival rates at seaports, and cyclic message volumes in computer systems.There are several approaches for the performance analysis of queueing systems with deterministic parameter changes over time. In this survey, we develop a classification scheme that groups these approaches according to their underlying key ideas into (i) numerical and analytical solutions, (ii) approaches based on models with piecewise constant parameters, and (iii) approaches, based on modified system characteristics. Additionally, we identify links between the different approaches and provide a survey of applications that are categorized into service, road and air traffic, and IT systems. (C) 2015 Elsevier Ltd. All rights reserved.",,,,,,,,,62,1,0,0,1,1,64,,,0305-0483,,,,,,,,"Univ Mannheim, Chair Prod Management, Sch Business, Mannheim, Germany",,,,2016-09-01,WOS:000379374000015,,,atlason_et_al_2007
J,"Li, Zhuangzhi; Li, Zukui",,,,,,,,Linear programming-based scenario reduction using transportation distance,,,,,,,,COMPUTERS & CHEMICAL ENGINEERING,,,,88.0,,,,50.0,58,,,,10.1016/j.compchemeng.2016.02.005,,,,,,,Article,MAY 8 2016,2016,"One of the major difficulties for scenario-based decision-making problems (e.g. stochastic programming using scenarios) is that the problem complexity quickly increases as the number of scenarios increases. Scenario reduction aims at selecting a small number of scenarios to represent a large set of scenarios for decision making, so as to significantly reduce the computational complexity while preserving the solution quality of using a large number of scenarios. In this work, a new computationally efficient scenario reduction algorithm is proposed based on transportation distance minimization. The proposed algorithm relies on solving linear programming problems. The scenario subset updating step and the probability value assignment step are performed in an iterative manner until the transportation distance converges. Comparison with existing scenario reduction methods reveals that the proposed method is very efficient for the reduction of large scenario set. Application studies on stochastic optimization problems also demonstrate the effectiveness of the proposed method. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,,,,,18,2,0,0,0,0,20,,,0098-1354,1873-4375,,,,,,,"Univ Alberta, Dept Chem & Mat Engn, Edmonton, AB T6G 2V4, Canada",,,,2016-04-13,WOS:000372511700005,,,atlason_et_al_2007
J,"Oreshkin, Boris N.; Regnard, Nazim; L'Ecuyer, Pierre",,,,"L'Ecuyer, Pierre/O-6577-2019","L'Ecuyer, Pierre/0000-0002-3184-0796",,,nRate-Based Daily Arrival Process Models with Application to Call Centers,,,,,,,,OPERATIONS RESEARCH,,,,64.0,2,,,510.0,527,,,,10.1287/opre.2016.1484,,,,,,,Article,MAR-APR 2016,2016,"We propose, develop, and compare new stochastic models for the daily arrival rate in a call center. Following standard practice, the day is divided into time periods of equal length (e.g., 15 or 30 minutes), the arrival rate is assumed random but constant in time in each period, and the arrivals are from a Poisson process, conditional on the rate. The random rate for each period is taken as a deterministic base rate (or expected rate) multiplied by a random busyness factor having mean 1. Models in which the busyness factors are independent across periods, or in which a common busyness factor applies to all periods, have been studied previously. But they are not sufficiently realistic. We examine alternative models for which the busyness factors have some form of dependence across periods. Maximum likelihood parameter estimation for these models is not easy, mainly because the arrival rates themselves are never observed. We develop specialized techniques to perform this estimation. We compare the goodness-of-fit of these models on arrival data from three call centers, both in-sample and out-of-sample. Our models can represent arrivals in many other types of systems as well. Estimating a model for the vector of counts (the number of arrivals in each period) is generally easier than for the vector of rates, because the counts can be observed, but a model for the rates is often more convenient and natural, e.g., for simulation. We examine and provide insight on the relationship between these two types of modeling. In particular, we give explicit formulas for the relationship between the correlation between rates and that between counts in two given periods, and for the variance and dispersion index in a given period. These formulas imply that for a given correlation between the rates, the correlation between the counts is much smaller in low traffic than in high traffic.",,,,,,,,,10,0,0,0,0,0,10,,,0030-364X,,,,,,,,"Univ Montreal, Dept Informat & Rech Operat, Pavillon Aisenstadt, Montreal, PQ H3C 3J7, Canada",,,,2016-05-25,WOS:000375603700018,,,atlason_et_al_2007
J,"Defraeye, Mieke; Van Nieuwenhuyse, Inneke",,,,"Van Nieuwenhuyse, Inneke/AAD-4356-2020","Van Nieuwenhuyse, Inneke/0000-0003-2759-3726",,,A branch-and-bound algorithm for shift scheduling with stochastic nonstationary demand,,,,,,,,COMPUTERS & OPERATIONS RESEARCH,,,,65.0,,,,149.0,162,,,,10.1016/j.cor.2015.06.016,,,,,,,Article,JAN 2016,2016,"Many shift scheduling algorithms presume that the staffing levels, required to ensure a target customer service, are known in advance. Determining these staffing requirements is often not straightforward, particularly in systems where the arrival rate fluctuates over the day. We present a branch-and-bound approach to estimate optimal shift schedules in systems with nonstationary stochastic demand and service level constraints. The algorithm is intended for personnel planning in service systems with limited opening hours (such as small call centers, banks, and retail stores). Our computational experiments show that the algorithm is efficient in avoiding regions of the solution space that cannot contain the optimum; moreover, it requires only a limited number of evaluations to encounter the estimated optimum. The quality of the starting solution is not a decisive factor for the algorithm's performance. Finally, by benchmarking our algorithm against two state-of-the-art algorithms, we show that our algorithm is very competitive, as it succeeds in finding a high-quality solution fast (i.e., with a limited number of simulations required in the search phase). (C) 2015 Elsevier Ltd. All rights reserved.",,,,,,,,,12,0,0,0,0,0,12,,,0305-0548,1873-765X,,,,,,,"Katholieke Univ Leuven, Res Ctr Operat Management, Dept Decis Sci & Informat Management, B-3000 Leuven, Belgium",,,,2015-11-25,WOS:000364272000014,,,atlason_et_al_2007
J,"Defraeye, Mieke; Van Nieuwenhuyse, Inneke",,,,"Van Nieuwenhuyse, Inneke/AAD-4356-2020","Van Nieuwenhuyse, Inneke/0000-0003-2759-3726",,,Staffing and scheduling under nonstationary demand for service: A literature review,,,,,,,,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,,,,58.0,,,,4.0,25,,,,10.1016/j.omega.2015.04.002,,,,,,,Review,JAN 2016,2016,"Many service systems display nonstationary demand: the number of customers fluctuates over time according to a stochastic though to some extent predictable pattern. To safeguard the performance of such systems, adequate personnel capacity planning (i.e., determining appropriate staffing levels and/or shift schedules) is often crucial. This paper provides a state-of-the-art literature review on staffing and scheduling approaches that account for nonstationary demand. Among references published during 1991-2013, it is possible to categorize relevant contributions according to system assumptions, performance evaluation characteristics, optimization approaches and real-life application contexts. Based on their findings, the authors develop recommendations for further research. (C) 2015 Elsevier Ltd. All rights reserved.",,,,,,,,,93,5,0,0,1,1,99,,,0305-0483,,,,,,,,"Katholieke Univ Leuven, Dept Decis Sci & Informat Management, Res Ctr Operat Management, B-3000 Leuven, Belgium",,,,2016-01-01,WOS:000364248700002,,,atlason_et_al_2007
J,"Ellway, Benjamin",,,,,"Ellway, Benjamin/0000-0002-4923-9990",,,Design vs practice How problematic call routing and rerouting restructures the call centre service system,,,,,,,,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,,,36.0,4,,,408.0,+,,,,10.1108/IJOPM-11-2013-0487,,,,,,,Article,2016,2016,"Purpose - The purpose of this paper is to investigate how customer involvement in call routing affects the internal operations of the call centre service system by examining customer usability problems with the interactive voice response (IVR) system and the practices of agents used to redirect incorrectly routed calls.Design/methodology/approach - A qualitative case study combined direct observation of live calls through sit-bys with agents and semi-structured interviews conducted with coaches and managers within 13 separate teams across all four functional areas of a call centre operation.Findings - Customer use of the IVR system involved effort, capability, and arrival forms of customer-induced variability, which produced incorrect call inputs into the call centre. Shared norms and attitudes concerning knowledge, IT use, and responsibility for different call types within teams were associated with redirecting practices which lead to the problematic rerouting of calls. Problems with call routing and rerouting negatively affected operational efficiency and undermined customer satisfaction.Research limitations/implications - The paper is based upon a single case study so further research is required to examine how problems identified are manifest in call centre operations of different size and complexity. The qualitative approach develops rich insights but these findings would benefit from a quantitative focus in the future.Practical implications - The customer experience of IVR systems should be continually monitored to identify usability problems and ensure effective design, while call centre management should attempt to increase teams' awareness of and ability to successfully redirect incorrectly routed calls.Originality/value - The paper conceptualises the mutual influence of macro-level service system design and the micro-level behaviour of customers and agents upon each other. In practice, formal design decisions such as input uncertainty, decoupling, and interdependence patterns are continually reproduced or modified. Shared attitudes and norms of teams and their behavioural influence upon agents' call handling practices are identified as a cause of coordination problems in call centres service systems. Internal rerouting by agents is also identified as a crucial operational process and important area for future research.",,,,,,,,,7,0,0,0,0,0,7,,,0144-3577,1758-6593,,,,,,,"Univ Canberra, Fac Business Govt & Law, Canberra, ACT, Australia",,,,2016-08-03,WOS:000379677500003,,,atlason_et_al_2007
J,"Xu, Jie; Huang, Edward; Chen, Chun-Hung; Lee, Loo Hay",,,,"Lee, Loo Hay/G-7144-2015","Huang, Edward/0000-0003-0893-2112; Xu, Jie/0000-0002-9422-6080; Lee, Loo Hay/0000-0001-9359-0027",,,Simulation Optimization: A Review and Exploration in the New Era of Cloud Computing and Big Data,,,,,,,,ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,,,,32.0,3,,,,,1550019,,,10.1142/S0217595915500190,,,,,,,Article,JUN 2015,2015,"Recent advances in simulation optimization research and explosive growth in computing power have made it possible to optimize complex stochastic systems that are otherwise intractable. In the first part of this paper, we classify simulation optimization techniques into four categories based on how the search is conducted. We provide tutorial expositions on representative methods from each category, with a focus in recent developments, and compare the strengths and limitations of each category. In the second part of this paper, we review applications of simulation optimization in various contexts, with detailed discussions on health care, logistics, and manufacturing systems. Finally, we explore the potential of simulation optimization in the new era. Specifically, we discuss how simulation optimization can benefit from cloud computing and high-performance computing, its integration with big data analytics, and the value of simulation optimization to help address challenges in engineering design of complex systems.",,,,,,,,,138,4,0,0,1,0,140,,,0217-5959,1793-7019,,,,,,,"George Mason Univ, Dept Syst Engn & Operat Res, Fairfax, VA 22030 USANatl Univ Singapore, Dept Ind & Syst Engn, Singapore 119077, Singapore",,,,2015-07-05,WOS:000356075400009,,,atlason_et_al_2007
J,"Diao, Yixin; Heching, Aliza; Northcutt, David; Wallace, Rodney",,,,"heching, aliza/AAA-8468-2021",,,,Service-Delivery Modeling and Optimization,,,,,,,,INTERFACES,,,,45.0,3,,,243.0,259,,,,10.1287/inte.2014.0783,,,,,,,Article,MAY-JUN 2015,2015,"Service-delivery modeling and optimization is a complex problem involving multiple service levels, skill sets, request classes, and service times. In this paper, we describe a comprehensive and scalable end-to-end analytical methodology that we developed and implemented at a global information technology service delivery provider. This methodology provides predictive insight and prescriptive solutions to the problem of staffing service-delivery units in this complex environment. Our solution has been deployed globally at more than 640 service-delivery units and has yielded more than $52 million in cost savings and cost avoidance to date.",,,,,,,,,1,0,0,0,0,0,1,,,0092-2102,1526-551X,,,,,,,"IBM TJ Watson Res Ctr, Yorktown Hts, NY 10598 USAIBM Global Technol Serv, Somers, NY 10589 USA",,,,2015-07-02,WOS:000355568700004,,,atlason_et_al_2007
